INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location,_id,CATEGORY
202000115,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13, ,0,2020-01-01 10:25:00,2020,1,Wednesday,10,"SOUTHBOURNE RD & HYDE PARK AVE
BOSTON  MA 02131
UN",42.2898670308787,-71.1182299667321,"(42.2898670308787, -71.1182299667321)",,drug_crimes
202000206,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,117,0,2020-01-01 17:50:00,2020,1,Wednesday,17,KNEELAND ST,42.3509220586476,-71.0625579628378,"(42.3509220586476, -71.0625579628378)",,drug_crimes
202000213,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,77,0,2020-01-01 19:00:00,2020,1,Wednesday,19,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,drug_crimes
202000452,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,529,0,2020-01-02 00:00:00,2020,1,Thursday,0,W MILTON ST,42.2400471365888,-71.1412606877742,"(42.2400471365888, -71.1412606877742)",,drug_crimes
202000418,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,177,0,2020-01-02 00:00:00,2020,1,Thursday,0,MASSACHUSETTS AVE,42.3315214827848,-71.0708530659426,"(42.3315214827848, -71.0708530659426)",,drug_crimes
202000386,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,41,0,2020-01-02 13:44:00,2020,1,Thursday,13,VINE ST,42.3268183205963,-71.0769997391317,"(42.3268183205963, -71.0769997391317)",,drug_crimes
202000446,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,476,0,2020-01-02 17:25:00,2020,1,Thursday,17,"BLUE HILL AVE & REGIS RD
MATTAPAN  MA 02126
UNITED",42.2716929938804,-71.0937480250828,"(42.2716929938804, -71.0937480250828)",,drug_crimes
202000449,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2020-01-02 17:45:00,2020,1,Thursday,17,"WARREN ST & WALNUT AVE
ROXBURY  MA 02119
UNITED ST",42.3241040221539,-71.0828010594621,"(42.3241040221539, -71.0828010594621)",,drug_crimes
202000459,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2020-01-02 18:23:00,2020,1,Thursday,18,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,drug_crimes
202000482,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2020-01-02 18:40:00,2020,1,Thursday,18,TREMONT ST,42.3559423871799,-71.0625833316779,"(42.3559423871799, -71.0625833316779)",,drug_crimes
202000478,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7, ,0,2020-01-02 19:08:00,2020,1,Thursday,19,EAGLE SQUARE,,,,,drug_crimes
202000493,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,191,0,2020-01-02 19:48:00,2020,1,Thursday,19,"BOSTON ST & DORCHESTER AVE
SOUTH BOSTON  MA 02127
",42.3294989791204,-71.0570130558104,"(42.3294989791204, -71.0570130558104)",,drug_crimes
202000554,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,139,0,2020-01-03 02:00:00,2020,1,Friday,2,"BEACON ST & MASSACHUSETTS AVE
BOSTON  MA 02115
UNI",42.3508419603356,-71.0894890092826,"(42.3508419603356, -71.0894890092826)",,drug_crimes
202000595,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2020-01-03 08:30:00,2020,1,Friday,8,"SOUTHAMPTON ST & BRADSTON ST
BOSTON  MA 02118
UNIT",42.3323330393943,-71.0712890056137,"(42.3323330393943, -71.0712890056137)",,drug_crimes
202000787,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2020-01-03 09:05:00,2020,1,Friday,9,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,drug_crimes
202000623,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,178,0,2020-01-03 11:32:00,2020,1,Friday,11,"140 KEMBLE ST
BOSTON  MA 02119
UNITED STATES",42.326957036061,-71.0707400146836,"(42.326957036061, -71.0707400146836)",,drug_crimes
200004934,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,574,0,2020-01-03 16:00:00,2020,1,Friday,16,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,drug_crimes
202000757,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2020-01-03 17:00:00,2020,1,Friday,17,MASSACHUSETTS AVE,42.3265356414304,-71.0666597065587,"(42.3265356414304, -71.0666597065587)",,drug_crimes
202000747,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,179,0,2020-01-03 18:03:00,2020,1,Friday,18,"ISLAND ST & READING ST
ROXBURY  MA 02119
UNITED ST",42.3313060040608,-71.0719470509794,"(42.3313060040608, -71.0719470509794)",,drug_crimes
202000904,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,352,0,2020-01-04 10:00:00,2020,1,Saturday,10,JOSEPHINE ST,42.3005201028927,-71.0649065256239,"(42.3005201028927, -71.0649065256239)",,drug_crimes
202000951,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,550,0,2020-01-04 15:03:00,2020,1,Saturday,15,WASHINGTON ST,42.2758179916097,-71.1399125925088,"(42.2758179916097, -71.1399125925088)",,drug_crimes
202000989,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,167,0,2020-01-04 16:00:00,2020,1,Saturday,16,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,drug_crimes
202000987,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,2020-01-04 17:40:00,2020,1,Saturday,17,MASSACHUSETTS AVE,42.3333906804307,-71.0731200598803,"(42.3333906804307, -71.0731200598803)",,drug_crimes
202001096,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,113,0,2020-01-05 03:25:00,2020,1,Sunday,3,AVENUE DE LAFAYETTE,42.3528346735865,-71.0600815080179,"(42.3528346735865, -71.0600815080179)",,drug_crimes
202001163,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,289,0,2020-01-05 13:00:00,2020,1,Sunday,13,"WALDECK ST & GENEVA AVE
DORCHESTER  MA 02124
UNITE",42.2994749738298,-71.0647830203718,"(42.2994749738298, -71.0647830203718)",,drug_crimes
202001213,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,117,0,2020-01-05 17:02:00,2020,1,Sunday,17,ESSEX ST,42.352405712475,-71.0622780920381,"(42.352405712475, -71.0622780920381)",,drug_crimes
202001786,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,691,0,2020-01-05 19:15:00,2020,1,Sunday,19,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,drug_crimes
202001993,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,520,0,2020-01-06 07:30:00,2020,1,Monday,7,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)",,drug_crimes
202001410,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,355,0,2020-01-06 11:00:00,2020,1,Monday,11,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,drug_crimes
202001365,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2020-01-06 11:00:00,2020,1,Monday,11,ALBANY ST,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)",,drug_crimes
202001448,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,398,0,2020-01-06 16:22:00,2020,1,Monday,16,"TALBOT AVE & WASHINGTON ST
DORCHESTER  MA 02124
UN",42.2901960238607,-71.0715900177427,"(42.2901960238607, -71.0715900177427)",,drug_crimes
202001506,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,2020-01-06 16:25:00,2020,1,Monday,16,MASSACHUSETTS AVE,42.3333906804307,-71.0731200598803,"(42.3333906804307, -71.0731200598803)",,drug_crimes
202001483,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2020-01-06 17:40:00,2020,1,Monday,17,"NORTHAMPTON ST & HARRISON AVE
BOSTON  MA 02118
UNI",42.3344539651743,-71.075732981399,"(42.3344539651743, -71.075732981399)",,drug_crimes
202001539,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2020-01-06 21:10:00,2020,1,Monday,21,"WASHINGTON ST & MARTIN LUTHER KING JR BLVD
ROXBURY",42.3216590132776,-71.0919590369414,"(42.3216590132776, -71.0919590369414)",,drug_crimes
202001717,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2020-01-07 13:15:00,2020,1,Tuesday,13,HARRISON AVE EXT,42.3527294742853,-71.0625629084842,"(42.3527294742853, -71.0625629084842)",,drug_crimes
202001685,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,102,0,2020-01-07 14:25:00,2020,1,Tuesday,14,WASHINGTON ST,42.3552162482694,-71.0601286346912,"(42.3552162482694, -71.0601286346912)",,drug_crimes
202001730,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,174,0,2020-01-07 16:58:00,2020,1,Tuesday,16,"ELLERY ST & SOUTHAMPTON ST
SOUTH BOSTON  MA 02127
",42.3297429979975,-71.0582630187471,"(42.3297429979975, -71.0582630187471)",,drug_crimes
202001793,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,2020-01-07 17:50:00,2020,1,Tuesday,17,MASSACHUSETTS AVE,42.3333906804307,-71.0731200598803,"(42.3333906804307, -71.0731200598803)",,drug_crimes
202001798,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2020-01-07 18:54:00,2020,1,Tuesday,18,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)",,drug_crimes
202001941,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,41,0,2020-01-08 00:00:00,2020,1,Wednesday,0,VINE ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)",,drug_crimes
202002073,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,282,0,2020-01-08 00:01:00,2020,1,Wednesday,0,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,drug_crimes
