INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location,_id,CATEGORY
202001858,2905,VAL - VIOLATION OF AUTO LAW,A1, ,0,2020-01-08 01:15:00,2020,1,Wednesday,1,"BEACON ST & TREMONT ST
BOSTON  MA 02108
UNITED STA",42.3580020174583,-71.0604419675988,"(42.3580020174583, -71.0604419675988)",,legal_violations
202001887,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,602,0,2020-01-08 08:50:00,2020,1,Wednesday,8,HUNTINGTON AVE,42.3345028479838,-71.103680196105,"(42.3345028479838, -71.103680196105)",,legal_violations
202001917,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),E18,490,0,2020-01-08 10:53:00,2020,1,Wednesday,10,AMERICAN LEGION HWY,42.2753131149712,-71.1158779769403,"(42.2753131149712, -71.1158779769403)",,legal_violations
202001927,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,257,0,2020-01-08 11:25:00,2020,1,Wednesday,11,"DUDLEY ST & FOLSON ST
BOSTON  MA 02125
UNITED STAT",42.3195390186489,-71.0706619695884,"(42.3195390186489, -71.0706619695884)",,legal_violations
202001967,2905,VAL - VIOLATION OF AUTO LAW,B2, ,0,2020-01-08 13:31:00,2020,1,Wednesday,13,"WASHINGTON ST & MARTIN LUTHER KING JR BLVD
ROXBURY",42.3216590132776,-71.0919590369414,"(42.3216590132776, -71.0919590369414)",,legal_violations
202002002,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C11,405,0,2020-01-08 15:37:00,2020,1,Wednesday,15,WASHINGTON ST,42.2751604406242,-71.0697651757262,"(42.2751604406242, -71.0697651757262)",,legal_violations
202002025,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,280,0,2020-01-08 17:37:00,2020,1,Wednesday,17,WARREN ST,42.3290246889548,-71.0834150475312,"(42.3290246889548, -71.0834150475312)",,legal_violations
202002044,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,901,0,2020-01-08 18:43:00,2020,1,Wednesday,18,MCGREEVEY WAY,42.3343185870225,-71.0962110953855,"(42.3343185870225, -71.0962110953855)",,legal_violations
202002371,3111,LICENSE PREMISE VIOLATION,A15,60,0,2020-01-08 22:56:00,2020,1,Wednesday,22,MAIN ST,42.3738005624423,-71.062903517661,"(42.3738005624423, -71.062903517661)",,legal_violations
202002122,2905,VAL - VIOLATION OF AUTO LAW,D14,820,0,2020-01-09 01:15:00,2020,1,Thursday,1,"CAMBRIDGE ST & LINDEN ST
BRIGHTON  MA 02134
UNITED",42.3560300016963,-71.1313270241644,"(42.3560300016963, -71.1313270241644)",,legal_violations
202002123,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,427,0,2020-01-09 01:30:00,2020,1,Thursday,1,NORFOLK ST,42.2766838992456,-71.0924024790431,"(42.2766838992456, -71.0924024790431)",,legal_violations
202002151,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,143,0,2020-01-09 08:40:00,2020,1,Thursday,8,DALTON ST,42.3457782028852,-71.0842959466965,"(42.3457782028852, -71.0842959466965)",,legal_violations
202002202,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11, ,0,2020-01-09 12:00:00,2020,1,Thursday,12,"WASHINGTON ST & ELDON ST
DORCHESTER  MA 02121
UNIT",42.302943995643,-71.0782249408501,"(42.302943995643, -71.0782249408501)",,legal_violations
202002268,2657,VIOLATION - CITY ORDINANCE,A1, ,0,2020-01-09 17:02:00,2020,1,Thursday,17,"UNION ST & NORTH ST
BOSTON  MA 02108
UNITED STATES",42.3603690077236,-71.0567219808033,"(42.3603690077236, -71.0567219808033)",,legal_violations
202002284,2905,VAL - VIOLATION OF AUTO LAW,D14,97,0,2020-01-09 17:38:00,2020,1,Thursday,17,CAMBRIDGE ST,42.3485506057228,-71.1500762821156,"(42.3485506057228, -71.1500762821156)",,legal_violations
202002322,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C6,175,0,2020-01-09 19:45:00,2020,1,Thursday,19,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)",,legal_violations
202002348,2905,VAL - VIOLATION OF AUTO LAW,E18, ,0,2020-01-09 20:44:00,2020,1,Thursday,20,"HYDE PARK AVE & CANTERBURY ST
ROSLINDALE  MA 02131",42.2786120025276,-71.1191259564748,"(42.2786120025276, -71.1191259564748)",,legal_violations
202002351,3116,HARBOR INCIDENT / VIOLATION,A7,36,0,2020-01-09 21:14:00,2020,1,Thursday,21,PRESCOTT ST,42.3752578217205,-71.0246634330596,"(42.3752578217205, -71.0246634330596)",,legal_violations
202002378,3111,LICENSE PREMISE VIOLATION,C11,335,0,2020-01-09 23:39:00,2020,1,Thursday,23,BOWDOIN ST,42.3070383491056,-71.0661531873317,"(42.3070383491056, -71.0661531873317)",,legal_violations
202002380,3111,LICENSE PREMISE VIOLATION,C11,348,0,2020-01-10 00:12:00,2020,1,Friday,0,DORCHESTER AVE,42.3055936810202,-71.0588786066281,"(42.3055936810202, -71.0588786066281)",,legal_violations
202002384,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4, ,0,2020-01-10 00:30:00,2020,1,Friday,0,"MASS AVE & ALBANY ST
BOSTON  MA 02119
UNITED STATE",42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)",,legal_violations
202002390,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3, ,0,2020-01-10 01:00:00,2020,1,Friday,1,"NORFOLK ST & CHIPMAN ST
DORCHESTER  MA 02124
UNITE",42.2888569920722,-71.0747370216688,"(42.2888569920722, -71.0747370216688)",,legal_violations
202002396,2905,VAL - VIOLATION OF AUTO LAW,C11,333,0,2020-01-10 02:18:00,2020,1,Friday,2,COLUMBIA RD,42.3106980431982,-71.0711906803401,"(42.3106980431982, -71.0711906803401)",,legal_violations
202002412,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E18,480,0,2020-01-10 08:04:00,2020,1,Friday,8,FAIRLAWN AVE,42.267887908711,-71.1006701190878,"(42.267887908711, -71.1006701190878)",,legal_violations
202002427,2905,VAL - VIOLATION OF AUTO LAW,C6,176,0,2020-01-10 09:17:00,2020,1,Friday,9,SOUTHAMPTON ST,42.3315286760228,-71.0672169752079,"(42.3315286760228, -71.0672169752079)",,legal_violations
202002430,2905,VAL - VIOLATION OF AUTO LAW,A7,12,0,2020-01-10 09:18:00,2020,1,Friday,9,BENNINGTON ST,42.3855849413195,-71.0100908748353,"(42.3855849413195, -71.0100908748353)",,legal_violations
202002477,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,172,0,2020-01-10 13:00:00,2020,1,Friday,13,ALBANY ST,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)",,legal_violations
202002543,2657,VIOLATION - CITY ORDINANCE,A1, ,0,2020-01-10 16:39:00,2020,1,Friday,16,"GROVE ST & CAMBRIDGE ST
BOSTON  MA 02114
UNITED ST",42.3610760123149,-71.0687530240874,"(42.3610760123149, -71.0687530240874)",,legal_violations
202002585,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1,102,0,2020-01-10 18:00:00,2020,1,Friday,18,TREMONT ST,42.3563753054631,-71.0621351296301,"(42.3563753054631, -71.0621351296301)",,legal_violations
202002573,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,E13,912,0,2020-01-10 18:06:00,2020,1,Friday,18,CENTRE ST,42.32283758703,-71.1009672251263,"(42.32283758703, -71.1009672251263)",,legal_violations
202002593,2905,VAL - VIOLATION OF AUTO LAW,E13, ,0,2020-01-10 18:41:00,2020,1,Friday,18,"WASHINGTON ST & TOWER ST
JAMAICA PLAIN  MA 02130
U",42.2999339564878,-71.1135570443406,"(42.2999339564878, -71.1135570443406)",,legal_violations
202002597,2905,VAL - VIOLATION OF AUTO LAW,B3,441,0,2020-01-10 18:41:00,2020,1,Friday,18,TALBOT AVE,42.2938964835748,-71.084515771633,"(42.2938964835748, -71.084515771633)",,legal_violations
202004612,2905,VAL - VIOLATION OF AUTO LAW,D4,142,0,2020-01-10 19:19:00,2020,1,Friday,19,NEWBURY ST,42.3484057624732,-71.0868833874023,"(42.3484057624732, -71.0868833874023)",,legal_violations
202002628,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,A1,101,0,2020-01-10 19:58:00,2020,1,Friday,19,INDIA ST,42.3590000460726,-71.0539639168521,"(42.3590000460726, -71.0539639168521)",,legal_violations
202002632,2905,VAL - VIOLATION OF AUTO LAW,E18,617,0,2020-01-10 20:30:00,2020,1,Friday,20,HUNTINGTON AVE,42.3386028231282,-71.0935530613516,"(42.3386028231282, -71.0935530613516)",,legal_violations
202002644,3111,LICENSE PREMISE VIOLATION,B2,264,0,2020-01-10 21:37:00,2020,1,Friday,21,BLUE HILL AVE,42.3191530261068,-71.0777547797399,"(42.3191530261068, -71.0777547797399)",,legal_violations
202002647,3111,LICENSE PREMISE VIOLATION,B2,281,0,2020-01-10 22:11:00,2020,1,Friday,22,DUDLEY ST,42.3285352863854,-71.0821387373013,"(42.3285352863854, -71.0821387373013)",,legal_violations
202002656,3111,LICENSE PREMISE VIOLATION,C6,186,0,2020-01-10 22:43:00,2020,1,Friday,22,JAN KARSKI WAY,,,,,legal_violations
202002680,3111,LICENSE PREMISE VIOLATION,B3,435,0,2020-01-10 23:33:00,2020,1,Friday,23,DUNBAR AVE,42.28643910702,-71.0716306386704,"(42.28643910702, -71.0716306386704)",,legal_violations
202002688,3111,LICENSE PREMISE VIOLATION,A1,121,0,2020-01-11 00:21:00,2020,1,Saturday,0,STUART ST,42.3510663717927,-71.065495690827,"(42.3510663717927, -71.065495690827)",,legal_violations
202002758,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6, ,0,2020-01-11 10:15:00,2020,1,Saturday,10,"SOUTHAMPTON ST & ATKINSON ST
ROXBURY  MA 02118
UNI",42.331897957787,-71.0690820419121,"(42.331897957787, -71.0690820419121)",,legal_violations
202002755,2905,VAL - VIOLATION OF AUTO LAW,A1, ,0,2020-01-11 10:18:00,2020,1,Saturday,10,"COURT ST & TREMONT ST
BOSTON  MA 02108
UNITED STAT",42.3592539602753,-71.0594769615845,"(42.3592539602753, -71.0594769615845)",,legal_violations
202002829,2905,VAL - VIOLATION OF AUTO LAW,D4, ,0,2020-01-11 14:36:00,2020,1,Saturday,14,"WASHINGTON ST & E NEWTON ST
BOSTON  MA 02118
UNITE",42.3388599530509,-71.0736020175442,"(42.3388599530509, -71.0736020175442)",,legal_violations
202002867,2657,VIOLATION - CITY ORDINANCE,A1, ,0,2020-01-11 16:30:00,2020,1,Saturday,16,"STATE ST & CONGRESS ST
BOSTON  MA 02109
UNITED STA",42.3588619905373,-71.0568099869156,"(42.3588619905373, -71.0568099869156)",,legal_violations
202002901,2657,VIOLATION - CITY ORDINANCE,A1, ,0,2020-01-11 16:51:00,2020,1,Saturday,16,"STATE ST & CONGRESS ST
BOSTON  MA 02109
UNITED STA",42.3588619905373,-71.0568099869156,"(42.3588619905373, -71.0568099869156)",,legal_violations
202002911,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,428,0,2020-01-11 19:49:00,2020,1,Saturday,19,ASTORIA ST,42.2802047679882,-71.0869124043589,"(42.2802047679882, -71.0869124043589)",,legal_violations
202002988,2905,VAL - VIOLATION OF AUTO LAW,A7, ,0,2020-01-12 02:38:00,2020,1,Sunday,2,"WILLIAM F MCCLELLAN HWY & WALDEMAR AVE
EAST BOSTON",42.3935180057953,-71.0114050308235,"(42.3935180057953, -71.0114050308235)",,legal_violations
202003083,2905,VAL - VIOLATION OF AUTO LAW,E13,916,0,2020-01-12 14:25:00,2020,1,Sunday,14,BICKFORD ST,42.325970671316,-71.1013430321,"(42.325970671316, -71.1013430321)",,legal_violations
202003112,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,156,0,2020-01-12 16:30:00,2020,1,Sunday,16,MASSACHUSETTS AVE,42.3382886564083,-71.0790847633429,"(42.3382886564083, -71.0790847633429)",,legal_violations
202003177,2905,VAL - VIOLATION OF AUTO LAW,A1,116,0,2020-01-12 20:14:00,2020,1,Sunday,20,"ESSEX ST & JOHN F. FITZGERALD SURFACE RD
BOSTON  M",42.3523540012689,-71.0581529678502,"(42.3523540012689, -71.0581529678502)",,legal_violations
202003191,3111,LICENSE PREMISE VIOLATION,A1,84,0,2020-01-12 22:14:00,2020,1,Sunday,22,HANOVER ST,42.363793648458,-71.0544707616896,"(42.363793648458, -71.0544707616896)",,legal_violations
202003200,3111,LICENSE PREMISE VIOLATION,A1,116,0,2020-01-12 22:59:00,2020,1,Sunday,22,TYLER ST,42.3509005960865,-71.0606869017756,"(42.3509005960865, -71.0606869017756)",,legal_violations
202003218,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1, ,0,2020-01-13 01:24:00,2020,1,Monday,1,"TREMONT ST & TEMPLE PL
BOSTON  MA 02111
UNITED STA",42.355635953823,-71.0628960125741,"(42.355635953823, -71.0628960125741)",,legal_violations
202003230,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2020-01-13 04:59:00,2020,1,Monday,4,"MUNROE ST & WALNUT AVE
ROXBURY  MA 02119
UNITED ST",42.3192119675339,-71.0902269397247,"(42.3192119675339, -71.0902269397247)",,legal_violations
202003233,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A15,43,0,2020-01-13 06:16:00,2020,1,Monday,6,OLD IRONSIDES WAY,42.3802047474877,-71.0574140035205,"(42.3802047474877, -71.0574140035205)",,legal_violations
200003262,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1, ,0,2020-01-13 09:30:00,2020,1,Monday,9,SUDBURY ST,,,,,legal_violations
202003295,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6,186,0,2020-01-13 11:10:00,2020,1,Monday,11,ALLSTATE RD,42.3269664713639,-71.0619860658484,"(42.3269664713639, -71.0619860658484)",,legal_violations
202003547,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E5,735,0,2020-01-14 08:02:00,2020,1,Tuesday,8,CENTRE ST,42.2832946183393,-71.1571266610941,"(42.2832946183393, -71.1571266610941)",,legal_violations
202003624,2905,VAL - VIOLATION OF AUTO LAW,E5,735,0,2020-01-14 12:08:00,2020,1,Tuesday,12,CENTRE ST,42.2832946183393,-71.1571266610941,"(42.2832946183393, -71.1571266610941)",,legal_violations
202003640,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,111,0,2020-01-14 12:50:00,2020,1,Tuesday,12,TEMPLE PL,42.3552142873226,-71.0620635090966,"(42.3552142873226, -71.0620635090966)",,legal_violations
202003680,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,312,0,2020-01-14 15:00:00,2020,1,Tuesday,15,TOWNSEND ST,42.317881760472,-71.0891197506607,"(42.317881760472, -71.0891197506607)",,legal_violations
202003816,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4, ,0,2020-01-15 00:45:00,2020,1,Wednesday,0,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)",,legal_violations
202003833,2905,VAL - VIOLATION OF AUTO LAW,C11,396,0,2020-01-15 04:44:00,2020,1,Wednesday,4,WELLES AVE,42.2898198127655,-71.0640988129359,"(42.2898198127655, -71.0640988129359)",,legal_violations
202004131,1501,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,268,0,2020-01-15 07:25:00,2020,1,Wednesday,7,ALBANY ST,42.3307694168326,-71.0776648216788,"(42.3307694168326, -71.0776648216788)",,legal_violations
202003841,2657,VIOLATION - CITY ORDINANCE,B2, ,0,2020-01-15 08:16:00,2020,1,Wednesday,8,"DUDLEY ST & WASHINGTON ST
ROXBURY  MA 02119
UNITED",42.328887003562,-71.0851590264068,"(42.328887003562, -71.0851590264068)",,legal_violations
202003853,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,431,0,2020-01-15 09:24:00,2020,1,Wednesday,9,CALLENDER ST,42.2881679081189,-71.0876071798511,"(42.2881679081189, -71.0876071798511)",,legal_violations
202003989,2905,VAL - VIOLATION OF AUTO LAW,E5, ,0,2020-01-15 17:01:00,2020,1,Wednesday,17,"POPLAR ST & METROPOLITAN AVE
ROSLINDALE  MA 02131
",42.2758990172005,-71.1256669561355,"(42.2758990172005, -71.1256669561355)",,legal_violations
202004070,3111,LICENSE PREMISE VIOLATION,A1,104,0,2020-01-15 21:37:00,2020,1,Wednesday,21,WASHINGTON ST,42.356800751725,-71.0589302477299,"(42.356800751725, -71.0589302477299)",,legal_violations
202004083,3111,LICENSE PREMISE VIOLATION,A1,79,0,2020-01-15 22:32:00,2020,1,Wednesday,22,N WASHINGTON ST,42.3653591905522,-71.058374879786,"(42.3653591905522, -71.058374879786)",,legal_violations
202004093,3111,LICENSE PREMISE VIOLATION,A1,101,0,2020-01-15 23:07:00,2020,1,Wednesday,23,MILK ST,42.3582296567425,-71.0536223879482,"(42.3582296567425, -71.0536223879482)",,legal_violations
202004346,3126,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,BOWKER ST,42.3624288645187,-71.0605487286224,"(42.3624288645187, -71.0605487286224)",,legal_violations
202004274,2905,VAL - VIOLATION OF AUTO LAW,E18,501,0,2020-01-16 15:20:00,2020,1,Thursday,15,HYDE PARK AVE,42.2826994588179,-71.11886351532,"(42.2826994588179, -71.11886351532)",,legal_violations
