INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location,_id,CATEGORY
202001415,1001,FORGERY / COUNTERFEITING,A7,28,0,2020-01-03 00:00:00,2020,1,Friday,0,ORLEANS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,fraud_crimes
202018400,1201,EMBEZZLEMENT,C11,450,0,2020-01-03 09:00:00,2020,1,Friday,9,WASHINGTON ST,42.291822978197,-71.0717341669652,"(42.291822978197, -71.0717341669652)",,fraud_crimes
202001656,1102,FRAUD - FALSE PRETENSE / SCHEME,B2,282,0,2020-01-03 12:00:00,2020,1,Friday,12,HARRISHOF ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,fraud_crimes
202012624,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,200,0,2020-01-03 12:00:00,2020,1,Friday,12,BARNARD PL,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,fraud_crimes
202001333,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,691,0,2020-01-03 12:00:00,2020,1,Friday,12,MASSACHUSETTS AVE,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202008032,1001,FORGERY / COUNTERFEITING,E5,691,0,2020-01-03 12:00:00,2020,1,Friday,12,BIRCH RD,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202000661,1107,FRAUD - IMPERSONATION,D14,778,0,2020-01-03 13:15:00,2020,1,Friday,13,HARVARD AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202002183,1106,FRAUD - CREDIT CARD / ATM FRAUD,E13,572,0,2020-01-03 16:00:00,2020,1,Friday,16,WALNUT AVE,42.3113989325761,-71.0978089252326,"(42.3113989325761, -71.0978089252326)",,fraud_crimes
202000732,1107,FRAUD - IMPERSONATION,E13,574,0,2020-01-03 17:44:00,2020,1,Friday,17,FOREST HILLS ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,fraud_crimes
202000797,1106,FRAUD - CREDIT CARD / ATM FRAUD,E13,638,0,2020-01-03 19:35:00,2020,1,Friday,19,PAUL GORE ST,42.3182415602521,-71.1053645568564,"(42.3182415602521, -71.1053645568564)",,fraud_crimes
202004741,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,220,0,2020-01-04 00:00:00,2020,1,Saturday,0,GATES ST,42.3335701959319,-71.0482645594811,"(42.3335701959319, -71.0482645594811)",,fraud_crimes
202001186,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,133,0,2020-01-04 00:00:00,2020,1,Saturday,0,NEWBURY ST,42.3511800513938,-71.0766660671236,"(42.3511800513938, -71.0766660671236)",,fraud_crimes
202000970,1102,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2020-01-04 14:30:00,2020,1,Saturday,14,EASTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202000953,1107,FRAUD - IMPERSONATION,B3,465,0,2020-01-04 15:10:00,2020,1,Saturday,15,LIVERMORE ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202001130,1106,FRAUD - CREDIT CARD / ATM FRAUD,,355,0,2020-01-04 15:30:00,2020,1,Saturday,15,UNKNOWN - STORE 0010,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202003396,1102,FRAUD - FALSE PRETENSE / SCHEME,A7,14,0,2020-01-04 16:41:00,2020,1,Saturday,16,WORDSWORTH ST,42.3849221171595,-71.0174634960574,"(42.3849221171595, -71.0174634960574)",,fraud_crimes
202001030,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,626,0,2020-01-04 19:29:00,2020,1,Saturday,19,JERSEY ST,42.3424189941327,-71.0967830630652,"(42.3424189941327, -71.0967830630652)",,fraud_crimes
202001029,1001,FORGERY / COUNTERFEITING,C11, ,0,2020-01-04 19:44:00,2020,1,Saturday,19,PLEASANT ST,42.3086010345619,-71.0625730458294,"(42.3086010345619, -71.0625730458294)",,fraud_crimes
202001622,1107,FRAUD - IMPERSONATION,D4,167,0,2020-01-05 00:00:00,2020,1,Sunday,0,BOYLSTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,fraud_crimes
202004791,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,227,0,2020-01-05 00:00:00,2020,1,Sunday,0,O ST,42.3353022321635,-71.0292170151274,"(42.3353022321635, -71.0292170151274)",,fraud_crimes
202006226,1107,FRAUD - IMPERSONATION,C6,200,0,2020-01-05 00:00:00,2020,1,Sunday,0,E SECOND ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,fraud_crimes
202051862,1107,FRAUD - IMPERSONATION,C6,200,0,2020-01-05 00:01:00,2020,1,Sunday,0,W 8TH ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,fraud_crimes
202007139,1106,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,2020-01-05 08:00:00,2020,1,Sunday,8,WASHINGTON ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202001307,1106,FRAUD - CREDIT CARD / ATM FRAUD,E13,581,0,2020-01-05 14:15:00,2020,1,Sunday,14,CENTRE ST,42.3229140626342,-71.1032840205967,"(42.3229140626342, -71.1032840205967)",,fraud_crimes
202001173,1102,FRAUD - FALSE PRETENSE / SCHEME,A1,80,0,2020-01-05 14:18:00,2020,1,Sunday,14,SALEM ST,42.3655412085791,-71.0552750079542,"(42.3655412085791, -71.0552750079542)",,fraud_crimes
202007445,1106,FRAUD - CREDIT CARD / ATM FRAUD,D14,807,0,2020-01-05 16:00:00,2020,1,Sunday,16,WESTERN AVE,42.3628417249924,-71.1379223355441,"(42.3628417249924, -71.1379223355441)",,fraud_crimes
202001225,1001,FORGERY / COUNTERFEITING,C6,355,0,2020-01-05 18:14:00,2020,1,Sunday,18,W BROADWAY,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202001232,1107,FRAUD - IMPERSONATION,B2,465,0,2020-01-05 18:38:00,2020,1,Sunday,18,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202001233,1107,FRAUD - IMPERSONATION,B2,465,0,2020-01-05 18:41:00,2020,1,Sunday,18,BLUE HILL AVENUE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202015191,1001,FORGERY / COUNTERFEITING,B3,465,0,2020-01-05 19:00:00,2020,1,Sunday,19,WESTVIEW ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202009905,1001,FORGERY / COUNTERFEITING,B3,465,0,2020-01-05 21:00:00,2020,1,Sunday,21,AMES ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202004730,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,227,0,2020-01-06 00:00:00,2020,1,Monday,0,E FOURTH ST,42.3347967179506,-71.0324863978937,"(42.3347967179506, -71.0324863978937)",,fraud_crimes
202043798,1106,FRAUD - CREDIT CARD / ATM FRAUD,E18,520,0,2020-01-06 00:00:00,2020,1,Monday,0,CHITTICK RD,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)",,fraud_crimes
202001998,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,552,0,2020-01-06 09:00:00,2020,1,Monday,9,WASHINGTON ST,42.2811222456001,-71.1338382036362,"(42.2811222456001, -71.1338382036362)",,fraud_crimes
202001330,1102,FRAUD - FALSE PRETENSE / SCHEME,A15,41,0,2020-01-06 09:58:00,2020,1,Monday,9,BUNKER HILL ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)",,fraud_crimes
202001517,1102,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2020-01-06 10:15:00,2020,1,Monday,10,ARDEN ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202001505,1102,FRAUD - FALSE PRETENSE / SCHEME,B2,611,0,2020-01-06 13:00:00,2020,1,Monday,13,RIVERWAY,42.3324897732317,-71.1127239509272,"(42.3324897732317, -71.1127239509272)",,fraud_crimes
202056662,1106,FRAUD - CREDIT CARD / ATM FRAUD,E5, ,0,2020-01-06 13:08:00,2020,1,Monday,13,WASHINGTON ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202001478,2632,EVADING FARE,C11,354,0,2020-01-06 13:56:00,2020,1,Monday,13,CHRISTOPHER ST,42.2989622296866,-71.0570441956701,"(42.2989622296866, -71.0570441956701)",,fraud_crimes
202001417,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2020-01-06 14:13:00,2020,1,Monday,14,STOUGHTON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202001442,1001,FORGERY / COUNTERFEITING,E13,574,0,2020-01-06 15:45:00,2020,1,Monday,15,ALLANDALE ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,fraud_crimes
202001516,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2020-01-06 16:15:00,2020,1,Monday,16,BOYLSTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,fraud_crimes
202007916,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,77,0,2020-01-07 00:00:00,2020,1,Tuesday,0,HIGH ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202011421,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2020-01-07 00:00:00,2020,1,Tuesday,0,DORCHESTER AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202001795,1102,FRAUD - FALSE PRETENSE / SCHEME,B2,282,0,2020-01-07 11:00:00,2020,1,Tuesday,11,EUSTIS ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,fraud_crimes
202001641,1107,FRAUD - IMPERSONATION,B2,282,0,2020-01-07 12:07:00,2020,1,Tuesday,12,EUSTIS ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,fraud_crimes
202001735,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,336,0,2020-01-07 15:57:00,2020,1,Tuesday,15,HAMILTON ST,42.3065865491003,-71.067478889028,"(42.3065865491003, -71.067478889028)",,fraud_crimes
202003560,1102,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2020-01-07 16:30:00,2020,1,Tuesday,16,ALPINE ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)",,fraud_crimes
202007142,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2020-01-08 00:00:00,2020,1,Wednesday,0,TOPLIFF ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202035306,1106,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2020-01-08 00:00:00,2020,1,Wednesday,0,ADAMS ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202016041,1107,FRAUD - IMPERSONATION,E18,489,0,2020-01-08 07:12:00,2020,1,Wednesday,7,PINEWOOD ST,42.2680125390794,-71.1084051686184,"(42.2680125390794, -71.1084051686184)",,fraud_crimes
202002008,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2020-01-08 12:30:00,2020,1,Wednesday,12,HEMENWAY ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,fraud_crimes
202001939,1102,FRAUD - FALSE PRETENSE / SCHEME,E13,282,0,2020-01-08 12:33:00,2020,1,Wednesday,12,HYDE PARK AVE,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,fraud_crimes
202002238,2604,EXTORTION OR BLACKMAIL,E13,574,0,2020-01-08 12:50:00,2020,1,Wednesday,12,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,fraud_crimes
202001949,1107,FRAUD - IMPERSONATION,B2, ,0,2020-01-08 13:00:00,2020,1,Wednesday,13,MONADNOCK ST,,,,,fraud_crimes
202009127,1201,EMBEZZLEMENT,C11,373,0,2020-01-09 00:00:00,2020,1,Thursday,0,FREEPORT ST,42.2923406837016,-71.0480399555182,"(42.2923406837016, -71.0480399555182)",,fraud_crimes
202002847,1109,FRAUD - WIRE,C11,355,0,2020-01-09 10:00:00,2020,1,Thursday,10,BELLEVUE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202002182,1102,FRAUD - FALSE PRETENSE / SCHEME,A7,902,0,2020-01-09 11:10:00,2020,1,Thursday,11,SUMNER ST,42.36865861972,-71.0392487253433,"(42.36865861972, -71.0392487253433)",,fraud_crimes
202009183,1107,FRAUD - IMPERSONATION,B3,465,0,2020-01-09 12:30:00,2020,1,Thursday,12,STANDARD ST,,,,,fraud_crimes
202003330,1102,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2020-01-09 13:10:00,2020,1,Thursday,13,SOUTH ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202007410,1001,FORGERY / COUNTERFEITING,E13,645,0,2020-01-09 14:00:00,2020,1,Thursday,14,CENTRE ST,42.3126512614324,-71.1141450921749,"(42.3126512614324, -71.1141450921749)",,fraud_crimes
202002234,1107,FRAUD - IMPERSONATION,D4,167,0,2020-01-09 14:26:00,2020,1,Thursday,14,SAN JUAN ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,fraud_crimes
202003031,1106,FRAUD - CREDIT CARD / ATM FRAUD,A1,41,0,2020-01-10 00:00:00,2020,1,Friday,0,WARRENTON ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)",,fraud_crimes
202008610,1106,FRAUD - CREDIT CARD / ATM FRAUD,A7,28,0,2020-01-10 09:00:00,2020,1,Friday,9,MERIDIAN ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,fraud_crimes
202003743,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2020-01-10 11:00:00,2020,1,Friday,11,ROSLINDALE AVE,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202002826,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,28,0,2020-01-10 11:41:00,2020,1,Friday,11,GRANFIELD AVE,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,fraud_crimes
202002762,1107,FRAUD - IMPERSONATION,E13,574,0,2020-01-10 14:30:00,2020,1,Friday,14,HALL ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,fraud_crimes
202002538,1106,FRAUD - CREDIT CARD / ATM FRAUD,C6,207,0,2020-01-10 16:30:00,2020,1,Friday,16,FAN PIER BLVD,42.3545178028769,-71.0447425266053,"(42.3545178028769, -71.0447425266053)",,fraud_crimes
202002562,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,273,0,2020-01-10 16:45:00,2020,1,Friday,16,NORTHAMPTON ST,42.3366504823943,-71.0784103520186,"(42.3366504823943, -71.0784103520186)",,fraud_crimes
202003045,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2020-01-10 18:30:00,2020,1,Friday,18,KEYSTONE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202002618,1201,EMBEZZLEMENT,E18,493,0,2020-01-10 19:20:00,2020,1,Friday,19,RIVER ST,42.2619484815566,-71.1097161253539,"(42.2619484815566, -71.1097161253539)",,fraud_crimes
202033246,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2020-01-11 08:00:00,2020,1,Saturday,8,LAGRANGE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202007394,1102,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2020-01-11 11:00:00,2020,1,Saturday,11,CAUSEWAY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202003055,1102,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2020-01-11 11:00:00,2020,1,Saturday,11,BRAINTREE ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202003099,1106,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,0,2020-01-11 15:30:00,2020,1,Saturday,15,BAIRD ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202003607,1102,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2020-01-11 19:30:00,2020,1,Saturday,19,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202002946,1102,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2020-01-11 22:27:00,2020,1,Saturday,22,WEYBOSSET ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)",,fraud_crimes
202003681,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2020-01-12 02:35:00,2020,1,Sunday,2,COREY ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,fraud_crimes
202003057,2604,EXTORTION OR BLACKMAIL,D4,143,0,2020-01-12 09:37:00,2020,1,Sunday,9,BOYLSTON ST,42.3493247128501,-71.0801480124617,"(42.3493247128501, -71.0801480124617)",,fraud_crimes
202004815,1106,FRAUD - CREDIT CARD / ATM FRAUD,A7,28,0,2020-01-12 12:00:00,2020,1,Sunday,12,FRANKFORT ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,fraud_crimes
202016950,1102,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2020-01-12 12:40:00,2020,1,Sunday,12,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,fraud_crimes
202024566,1106,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,2020-01-12 22:00:00,2020,1,Sunday,22,BROAD ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202004433,1102,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2020-01-13 00:00:00,2020,1,Monday,0,LORNE ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,fraud_crimes
202007095,1107,FRAUD - IMPERSONATION,D14,778,0,2020-01-13 00:01:00,2020,1,Monday,0,FIDELIS WAY,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,fraud_crimes
202071813,1107,FRAUD - IMPERSONATION,B3,465,0,2020-01-13 01:00:00,2020,1,Monday,1,WINSTON RD,,,,,fraud_crimes
202003223,2632,EVADING FARE,B3,453,0,2020-01-13 02:40:00,2020,1,Monday,2,ALGONQUIN ST,42.2977950050449,-71.0738415739945,"(42.2977950050449, -71.0738415739945)",,fraud_crimes
202005765,1201,EMBEZZLEMENT,B2,289,0,2020-01-13 07:00:00,2020,1,Monday,7,SCHROEDER PLZ,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)",,fraud_crimes
202003271,1102,FRAUD - FALSE PRETENSE / SCHEME,A15,41,0,2020-01-13 10:17:00,2020,1,Monday,10,OLD IRONSIDES WAY,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)",,fraud_crimes
202004325,1102,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,2020-01-13 10:45:00,2020,1,Monday,10,BAILEY ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,fraud_crimes
202018108,1001,FORGERY / COUNTERFEITING,E18,28,0,2020-01-13 12:00:00,2020,1,Monday,12,AMERICAN LEGION HWY,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,fraud_crimes
202014967,1001,FORGERY / COUNTERFEITING,C6,77,0,2020-01-13 12:00:00,2020,1,Monday,12,MELCHER ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,fraud_crimes
202003346,1001,FORGERY / COUNTERFEITING,D4,134,0,2020-01-13 13:29:00,2020,1,Monday,13,BOYLSTON ST,42.3503786997765,-71.0762609838281,"(42.3503786997765, -71.0762609838281)",,fraud_crimes
